AudioID,ecstacy,joy,serenity,love,admiration,trust,acceptance,submission,terror,fear,apprehension,awe,amazement,surprise,distraction,disapproval,grief,sadness,pensiveness,remorse,loathing,disgust,boredom,contempt,rage,anger,annoyance,aggresiveness,vigilance,anticipation,interest,optimism,speaker ID,gender,age,ageClass,mbtiSingle,mbtiDouble,lang
2039,0.19047619,0.047619048,0.333333333,0,0,0,0,0.047619048,0,0.047619048,0,0,0.047619048,0,0,0,0,0.095238095,0,0,0.095238095,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,speaker180,female,Youth,Youth,none,none,ce
2040,0.045454545,0.045454545,0.181818182,0,0,0,0.136363636,0,0,0.090909091,0,0.090909091,0,0.045454545,0,0.045454545,0,0,0,0,0,0.045454545,0.045454545,0,0.090909091,0,0,0,0.045454545,0.045454545,0.045454545,0,speaker180,female,Youth,Youth,none,none,ce
2041,0.15,0.15,0.3,0,0,0.05,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0.05,speaker180,female,Youth,Youth,none,none,ce
2042,0,0.090909091,0.272727273,0,0,0.090909091,0.136363636,0,0,0,0.045454545,0,0,0.045454545,0,0,0.090909091,0,0,0.045454545,0,0,0,0,0,0,0,0.090909091,0.090909091,0,0,0,speaker176,male,Youth,Youth,none,none,ce
2043,0,0.111111111,0.333333333,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0.111111111,0,0.055555556,0.111111111,0,0,0,0.111111111,0,0.055555556,0,0,0,speaker168,female,Youth,Youth,none,none,ce
2044,0,0.052631579,0.315789474,0.105263158,0,0,0,0.105263158,0,0,0,0,0,0.105263158,0.157894737,0.052631579,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,speaker168,female,Youth,Youth,none,none,ce
2045,0,0.142857143,0.142857143,0,0,0,0.047619048,0,0,0,0,0,0,0.095238095,0.142857143,0.047619048,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0.19047619,0,0,0.095238095,0,0,speaker176,male,Youth,Youth,none,none,ce
2046,0.1,0.15,0.2,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.1,0.1,0.15,0,0,0.05,0,0,speaker178,male,儿童,Non-Youth,none,none,ce
2047,0,0.285714286,0.19047619,0,0.047619048,0.095238095,0,0,0,0,0.047619048,0.047619048,0,0.095238095,0,0,0,0,0,0.095238095,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0,speaker167,male,中年,Non-Youth,none,none,ce
2048,0.086956522,0,0.304347826,0.043478261,0,0.043478261,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0.130434783,0.130434783,0.043478261,0.043478261,0.043478261,0.043478261,0,speaker167,male,中年,Non-Youth,none,none,ce
2049,0.086956522,0.043478261,0.347826087,0,0,0,0,0,0.043478261,0,0,0,0.043478261,0.086956522,0,0.086956522,0,0,0,0,0,0.043478261,0.043478261,0,0,0.130434783,0,0,0.043478261,0,0,0,speaker169,male,中年,Non-Youth,none,none,ce
2050,0.105263158,0.105263158,0.421052632,0,0,0,0,0,0,0,0,0,0.052631579,0,0.105263158,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0.105263158,0,0,0,0,0,0,speaker181,female,Youth,Youth,none,none,ce
2051,0.090909091,0.090909091,0.227272727,0,0,0.090909091,0,0,0.090909091,0,0,0,0,0.090909091,0,0.045454545,0,0,0,0,0,0,0,0.045454545,0,0.090909091,0.090909091,0.045454545,0,0,0,0,speaker182,male,Youth,Youth,none,none,ce
2052,0.095238095,0.047619048,0.380952381,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0.047619048,0.19047619,0.047619048,0.047619048,0,0,speaker169,male,中年,Non-Youth,none,none,ce
2053,0.08,0,0.32,0,0.04,0.08,0,0,0,0,0,0.08,0,0.12,0,0,0,0,0,0,0,0,0.08,0,0,0.08,0,0,0,0,0.08,0.04,speaker167,male,中年,Non-Youth,none,none,ce
2054,0,0.2,0.3,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0.05,0,0,0.2,0,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,speaker170,male,Youth,Youth,none,none,ce
2055,0,0.210526316,0.421052632,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0.105263158,0,0.052631579,0,0,0,speaker170,male,Youth,Youth,none,none,ce
2056,0,0.25,0.3,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.15,0,0,0.15,0,0,0,speaker174,female,Youth,Youth,none,none,ce
2057,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0.25,0,0.1,0.15,0,0,speaker183,male,中年,Non-Youth,none,none,ce
2058,0.125,0,0.083333333,0,0,0.041666667,0,0,0,0,0.083333333,0.083333333,0,0,0.083333333,0.166666667,0,0,0,0,0,0.041666667,0,0,0,0.125,0.083333333,0,0.041666667,0,0.041666667,0,speaker171,male,Youth,Youth,none,none,ce
2059,0.173913043,0.043478261,0.086956522,0,0,0.043478261,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.086956522,0.043478261,0.130434783,0.043478261,0.043478261,0.130434783,0,speaker171,male,Youth,Youth,none,none,ce
2060,0.142857143,0.047619048,0.095238095,0,0,0,0.047619048,0,0,0,0,0.095238095,0,0,0.047619048,0,0,0.095238095,0,0.142857143,0,0,0.047619048,0,0.095238095,0,0,0,0.095238095,0,0.047619048,0,speaker171,male,Youth,Youth,none,none,ce
2061,0.047619048,0.047619048,0.333333333,0.047619048,0,0,0,0,0,0,0,0.095238095,0,0.142857143,0.095238095,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0.095238095,0,0,0,0,0,0,speaker179,female,中年,Non-Youth,none,none,ce
2062,0,0.210526316,0.105263158,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0.052631579,0,0.105263158,0,0,0,0,0,0,0.105263158,0.052631579,0.052631579,0.052631579,0,0.052631579,0.105263158,0,0,speaker171,male,Youth,Youth,none,none,ce
2063,0,0.15,0.25,0,0.05,0.05,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0,0,0.1,0.1,0,0,0,0,0.05,0,speaker184,male,中年,Non-Youth,none,none,ce
2064,0,0,0.263157895,0,0,0.052631579,0,0,0.052631579,0,0,0,0.105263158,0.105263158,0.052631579,0,0,0,0,0,0,0,0.052631579,0.052631579,0.105263158,0.105263158,0,0,0,0.052631579,0,0,speaker185,female,Youth,Youth,none,none,ce
2065,0,0.047619048,0.333333333,0.047619048,0,0.095238095,0,0,0,0.095238095,0,0,0,0.095238095,0.047619048,0.047619048,0,0,0,0,0,0.047619048,0,0,0,0.095238095,0.047619048,0,0,0,0,0,speaker186,male,Youth,Youth,none,none,ce
2066,0,0.15,0.3,0,0,0,0.1,0,0,0,0,0,0,0.1,0.05,0.05,0,0.05,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,speaker185,female,Youth,Youth,none,none,ce
2067,0,0.045454545,0.318181818,0,0,0,0.045454545,0,0.090909091,0,0,0.045454545,0.090909091,0.181818182,0.045454545,0.045454545,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0.045454545,0,speaker186,male,Youth,Youth,none,none,ce
2068,0,0,0.333333333,0.047619048,0,0,0,0,0,0,0.095238095,0,0,0.095238095,0.047619048,0.142857143,0,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0.047619048,0.095238095,0,0,speaker186,male,Youth,Youth,none,none,ce
2069,0,0.090909091,0.272727273,0,0,0,0.090909091,0,0,0,0.090909091,0,0,0.090909091,0.090909091,0.090909091,0,0,0,0,0,0,0,0,0.045454545,0.045454545,0.045454545,0,0,0.045454545,0,0,speaker186,male,Youth,Youth,none,none,ce
2070,0.1,0,0.2,0,0,0,0.05,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0.1,0.05,0.05,0.1,0,0.05,0.1,0,speaker186,male,Youth,Youth,none,none,ce
2071,0,0,0.260869565,0,0,0.086956522,0.086956522,0,0,0,0.086956522,0,0,0.086956522,0,0,0,0,0.086956522,0.043478261,0,0,0.043478261,0,0,0.086956522,0.043478261,0,0,0,0.086956522,0,speaker186,male,Youth,Youth,none,none,ce
2072,0.25,0.05,0.15,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0,0.05,0,0,0,0,0.05,0.05,0,0,0.05,0.05,0,0.05,0,0.1,0,speaker186,male,Youth,Youth,none,none,ce
2073,0.130434783,0.043478261,0.043478261,0,0,0.086956522,0.086956522,0.043478261,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,0.043478261,0.043478261,0.043478261,0,0.043478261,0.173913043,0.043478261,0.086956522,0,0,0,speaker186,male,Youth,Youth,none,none,ce
2074,0,0.111111111,0.222222222,0,0.055555556,0,0,0,0,0,0,0,0,0.055555556,0,0.055555556,0,0,0,0,0,0.055555556,0,0.166666667,0.055555556,0.111111111,0.111111111,0,0,0,0,0,speaker187,female,Youth,Youth,none,none,ce
2075,0,0.142857143,0.095238095,0,0,0.095238095,0.047619048,0,0,0,0,0,0,0.047619048,0.095238095,0,0.095238095,0,0,0,0,0.047619048,0,0.047619048,0,0.047619048,0.047619048,0.142857143,0,0,0.047619048,0,speaker187,female,Youth,Youth,none,none,ce
2076,0,0.157894737,0.263157895,0,0,0.157894737,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0.210526316,0,0.052631579,0,0,speaker187,female,Youth,Youth,none,none,ce
2077,0,0.25,0.05,0,0,0.05,0.05,0,0,0,0.1,0,0,0,0,0.05,0,0.05,0,0,0.05,0,0.05,0,0,0,0,0.15,0,0.1,0.05,0,speaker187,female,Youth,Youth,none,none,ce
2078,0.05,0.15,0.2,0,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0.05,0.1,0,0.05,0.05,0,0,0,0,0,0.1,0,0.05,0,speaker187,female,Youth,Youth,none,none,ce
2079,0.047619048,0.142857143,0.476190476,0,0,0,0,0,0,0.095238095,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,speaker187,female,Youth,Youth,none,none,ce
2080,0.05,0.15,0.45,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0.05,0,0,0,0,0,0,0.1,0,0,0.05,0,0,0,0,0,0,speaker187,female,Youth,Youth,none,none,ce
2081,0,0,0.304347826,0,0.043478261,0.130434783,0,0,0,0,0,0,0,0.086956522,0,0,0,0.086956522,0.086956522,0,0,0,0,0.043478261,0,0.043478261,0.086956522,0.043478261,0,0.043478261,0,0,speaker188,male,Youth,Youth,none,none,ce
2082,0,0.047619048,0.285714286,0,0.047619048,0.142857143,0,0.095238095,0,0,0,0,0,0.047619048,0.095238095,0.047619048,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0.047619048,0,0.047619048,0,speaker188,male,Youth,Youth,none,none,ce
2083,0,0.058823529,0.264705882,0,0,0.088235294,0,0,0,0,0,0,0,0.058823529,0,0.088235294,0,0,0,0,0,0.029411765,0,0.029411765,0,0,0.029411765,0.352941176,0,0,0,0,speaker188,male,Youth,Youth,none,none,ce
2084,0,0,0.315789474,0,0,0,0.157894737,0,0,0.157894737,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0.157894737,0,0,0,speaker188,male,Youth,Youth,none,none,ce
2085,0,0,0.380952381,0,0,0,0.142857143,0,0,0,0,0,0,0.095238095,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0.095238095,0.047619048,0,0,0,0.095238095,0,0,0,speaker188,male,Youth,Youth,none,none,ce
2086,0,0.136363636,0.318181818,0,0,0,0.136363636,0.045454545,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0.090909091,0,0.136363636,0,0,0,0.045454545,0,0,0,speaker188,male,Youth,Youth,none,none,ce
2087,0,0.181818182,0.136363636,0.045454545,0,0.181818182,0,0,0,0.090909091,0,0,0,0.090909091,0,0,0,0,0.045454545,0,0,0,0.045454545,0,0.045454545,0.136363636,0,0,0,0,0,0,speaker188,male,Youth,Youth,none,none,ce
2088,0,0.3,0.35,0,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,speaker187,female,Youth,Youth,none,none,ce
2089,0.090909091,0.181818182,0.363636364,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0.045454545,0,0.045454545,0.045454545,0.045454545,0,0,0,0,0,0.045454545,0,0,0,0.090909091,0,0,speaker187,female,Youth,Youth,none,none,ce
2090,0.1,0,0.55,0,0,0.05,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,speaker188,male,Youth,Youth,none,none,ce
2091,0.086956522,0.043478261,0.173913043,0,0.043478261,0.086956522,0.217391304,0,0,0,0,0,0,0.086956522,0.043478261,0.043478261,0,0,0,0,0,0.086956522,0,0,0,0.043478261,0,0,0,0.043478261,0,0,speaker188,male,Youth,Youth,none,none,ce
2092,0.052631579,0.157894737,0.368421053,0,0,0,0,0,0,0,0,0,0,0.210526316,0,0.052631579,0,0,0,0,0,0,0,0,0,0.105263158,0,0.052631579,0,0,0,0,speaker188,male,Youth,Youth,none,none,ce
2093,0.043478261,0.130434783,0.217391304,0,0,0.086956522,0.043478261,0.043478261,0,0,0,0,0,0.130434783,0,0.086956522,0,0,0.130434783,0,0,0,0,0,0.043478261,0.043478261,0,0,0,0,0,0,speaker188,male,Youth,Youth,none,none,ce
2094,0,0,0.4,0,0,0.05,0.1,0,0.1,0,0,0,0,0.05,0,0,0,0,0.1,0.05,0,0,0.05,0,0.05,0,0,0,0,0.05,0,0,speaker188,male,Youth,Youth,none,none,ce
2095,0,0.05,0.35,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0.05,0.1,0,0,0,0,0,0,0,0.1,0,0,0.05,0.2,0,0,speaker188,male,Youth,Youth,none,none,ce
2096,0,0,0.428571429,0,0,0.047619048,0,0.095238095,0,0,0,0.047619048,0.095238095,0,0.047619048,0,0,0,0,0.095238095,0,0,0,0,0,0,0.095238095,0.047619048,0,0,0,0,speaker188,male,Youth,Youth,none,none,ce
2097,0,0.05,0.4,0,0,0,0,0,0.1,0,0,0,0,0,0.15,0.05,0,0,0,0,0,0,0,0,0.15,0,0,0.05,0,0.05,0,0,speaker187,female,Youth,Youth,none,none,ce
2098,0,0.15,0.35,0,0,0,0,0,0,0,0.1,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0,0,0.05,0,0,0,speaker189,male,中年,Non-Youth,none,none,ce
2099,0,0.038461538,0.384615385,0,0,0,0.038461538,0.038461538,0,0.076923077,0,0,0,0.076923077,0,0.038461538,0,0,0,0.076923077,0,0,0,0,0.115384615,0,0,0,0,0.038461538,0.076923077,0,speaker190,female,Youth,Youth,none,none,ce
2100,0.095238095,0.142857143,0.19047619,0,0,0.047619048,0,0,0,0.095238095,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.095238095,0,0.095238095,0,0.047619048,0,speaker190,female,Youth,Youth,none,none,ce
2101,0.1,0.05,0.25,0,0,0.1,0.05,0,0,0.05,0,0,0,0,0,0,0.1,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0.2,0,0,speaker191,male,Youth,Youth,none,none,me
2102,0,0.095238095,0.523809524,0,0,0.095238095,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0.095238095,0,0,0,0,0,speaker191,male,Youth,Youth,none,none,mc
2103,0.238095238,0.047619048,0.19047619,0,0,0.095238095,0.047619048,0,0,0,0,0,0.047619048,0.095238095,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0.047619048,0,0,speaker191,male,Youth,Youth,none,none,mc
2104,0.238095238,0,0.19047619,0,0,0.047619048,0.095238095,0,0,0.047619048,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0.095238095,0.142857143,0,0,0,0,speaker191,male,Youth,Youth,none,none,me
2105,0.1,0.05,0.2,0,0,0.1,0.15,0,0.05,0,0,0,0,0,0.1,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0.15,0,0,speaker191,male,Youth,Youth,none,none,mc
2106,0.086956522,0.173913043,0.173913043,0,0,0,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0.043478261,0.086956522,0,0,0,0,0.043478261,0.043478261,0.130434783,0,0.086956522,speaker191,male,Youth,Youth,none,none,mc
2107,0,0.176470588,0.294117647,0,0,0.117647059,0.058823529,0,0,0,0,0.235294118,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0.058823529,0,0,0,0,speaker191,male,Youth,Youth,none,none,me
2108,0,0.263157895,0.263157895,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.052631579,0,0.052631579,0,0,0,0,0.052631579,0,0.157894737,0,0,speaker191,male,Youth,Youth,none,none,mc
2109,0,0.15,0.35,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0,0.1,0,0,0.1,0.05,0,0,0,0,0,0.05,0,0,speaker191,male,Youth,Youth,none,none,mc
2110,0.105263158,0.052631579,0.421052632,0,0,0,0,0,0,0.105263158,0,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0.052631579,0,0,speaker191,male,Youth,Youth,none,none,mc
2111,0,0.15,0.3,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0.15,0.1,0.05,0,speaker191,male,Youth,Youth,none,none,mc
2112,0.105263158,0.052631579,0.263157895,0,0,0.105263158,0,0,0,0,0,0,0,0,0.157894737,0.052631579,0,0,0,0,0.105263158,0,0,0,0.052631579,0,0,0.052631579,0,0.052631579,0,0,speaker191,male,Youth,Youth,none,none,mc
2113,0,0.045454545,0.181818182,0,0,0.136363636,0.090909091,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0.045454545,0,0,0.045454545,0,0,0,0,0.045454545,0.090909091,0.227272727,0,0,speaker191,male,Youth,Youth,none,none,mc
2114,0,0,0.294117647,0,0.117647059,0.176470588,0,0,0,0,0,0,0,0,0,0.176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0,0,speaker191,male,Youth,Youth,none,none,mc
2115,0,0.05,0.3,0,0.05,0.05,0.15,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.05,0,speaker191,male,Youth,Youth,none,none,mc
2116,0,0.136363636,0.409090909,0,0,0,0.090909091,0,0,0,0,0,0,0.045454545,0.181818182,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,speaker191,male,Youth,Youth,none,none,ce
2117,0,0.227272727,0.363636364,0,0.090909091,0,0.090909091,0,0,0,0,0,0,0.045454545,0,0,0,0.045454545,0,0,0,0,0.045454545,0,0,0,0,0,0,0.045454545,0.045454545,0,speaker191,male,Youth,Youth,none,none,me
2118,0,0.210526316,0.473684211,0,0,0.105263158,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0.105263158,0,speaker191,male,Youth,Youth,none,none,mc
2119,0,0.181818182,0.272727273,0.090909091,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0.045454545,0,0.045454545,0,0.045454545,0,0.045454545,0,0.090909091,0.045454545,0.045454545,0,speaker191,male,Youth,Youth,none,none,mc
2120,0.090909091,0,0.545454545,0,0,0.045454545,0.090909091,0,0,0,0,0,0,0.045454545,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0.090909091,0,0,speaker191,male,Youth,Youth,none,none,mc
2121,0.083333333,0.041666667,0.5,0,0,0.041666667,0,0,0,0,0,0,0,0.208333333,0,0.041666667,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0.041666667,0,0,speaker191,male,Youth,Youth,none,none,me
2122,0,0.05,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,speaker191,male,Youth,Youth,none,none,mc
2123,0.1,0.05,0.4,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,speaker191,male,Youth,Youth,none,none,mc
2124,0,0.227272727,0.363636364,0.045454545,0,0.045454545,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0.045454545,0,0,0,0.090909091,0,0.045454545,0.045454545,0,speaker191,male,Youth,Youth,none,none,mc
2125,0.2,0.2,0.3,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0.1,0,0,speaker191,male,Youth,Youth,none,none,mc
2126,0.090909091,0.136363636,0.227272727,0,0,0.045454545,0.045454545,0,0,0,0,0,0,0,0,0.090909091,0,0.090909091,0,0,0,0,0.045454545,0,0,0,0,0.090909091,0,0.045454545,0,0.090909091,speaker191,male,Youth,Youth,none,none,mc
2127,0.111111111,0.055555556,0.5,0,0.111111111,0,0,0,0.111111111,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,speaker191,male,Youth,Youth,none,none,mc
2128,0.105263158,0.105263158,0.421052632,0,0,0,0,0.105263158,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0.052631579,0,0.052631579,0,speaker191,male,Youth,Youth,none,none,mc
2129,0.2,0.15,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.1,0,0,0,0,0,0,0.05,0,speaker191,male,Youth,Youth,none,none,mc
2130,0.210526316,0.105263158,0.421052632,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,speaker191,male,Youth,Youth,none,none,mc
2131,0.272727273,0.136363636,0.272727273,0.090909091,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0.045454545,0,0,0.045454545,0,speaker191,male,Youth,Youth,none,none,mc
2132,0.19047619,0.238095238,0.285714286,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,speaker191,male,Youth,Youth,none,none,mc
2133,0,0.217391304,0.217391304,0.043478261,0.043478261,0,0,0,0,0.086956522,0,0,0,0.043478261,0.130434783,0,0,0,0,0,0,0,0.043478261,0,0.086956522,0,0,0.086956522,0,0,0,0,speaker191,male,Youth,Youth,none,none,ce
2134,0.090909091,0.136363636,0.181818182,0.045454545,0,0,0.045454545,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0.090909091,0,0.090909091,0.045454545,0,0,0,0.045454545,0.045454545,0.045454545,0,0.045454545,0,speaker191,male,Youth,Youth,none,none,mc
2135,0,0.130434783,0.260869565,0,0.086956522,0,0.043478261,0,0.086956522,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0.086956522,0.043478261,0,0.043478261,0,0.043478261,0.043478261,0,0,0.043478261,0,speaker191,male,Youth,Youth,none,none,mc
2136,0.095238095,0.238095238,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0.19047619,0.047619048,0,speaker191,male,Youth,Youth,none,none,mc
2137,0.074074074,0.185185185,0.148148148,0.037037037,0,0,0.037037037,0,0,0,0,0.074074074,0,0,0.074074074,0,0,0.037037037,0,0,0,0.074074074,0.074074074,0,0,0,0.074074074,0,0,0,0.037037037,0.074074074,speaker191,male,Youth,Youth,none,none,mc
2138,0,0.166666667,0.277777778,0,0,0,0.111111111,0.055555556,0,0,0,0.111111111,0,0,0.055555556,0,0,0,0,0,0,0,0.055555556,0.055555556,0,0,0.055555556,0,0,0.055555556,0,0,speaker191,male,Youth,Youth,none,none,mc
2139,0,0.095238095,0.428571429,0,0,0,0.047619048,0,0,0,0,0.095238095,0,0,0.095238095,0,0,0,0.047619048,0,0.047619048,0,0.047619048,0,0,0,0,0,0.047619048,0.047619048,0,0,speaker191,male,Youth,Youth,none,none,me
2140,0,0.05,0.4,0,0,0.1,0,0,0,0,0,0.1,0,0.05,0.05,0,0,0,0,0,0.05,0,0.1,0,0,0,0,0,0,0.1,0,0,speaker191,male,Youth,Youth,none,none,me
2141,0,0.130434783,0.304347826,0,0.086956522,0,0,0,0,0,0,0,0,0,0.130434783,0,0.086956522,0,0,0,0,0,0.086956522,0.086956522,0,0,0,0,0.043478261,0,0.043478261,0,speaker191,male,Youth,Youth,none,none,me
2142,0,0.142857143,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0,0.19047619,0,0,0.095238095,0.095238095,0.095238095,0,speaker191,male,Youth,Youth,none,none,ce
2143,0.086956522,0.086956522,0.260869565,0,0,0.043478261,0,0,0,0,0,0,0,0,0.086956522,0.043478261,0,0,0,0,0,0,0.130434783,0.086956522,0,0.086956522,0,0,0,0.043478261,0.043478261,0,speaker191,male,Youth,Youth,none,none,mc
2144,0.086956522,0.173913043,0.086956522,0,0.043478261,0,0,0,0,0.086956522,0.086956522,0.043478261,0,0.086956522,0.043478261,0,0,0,0,0,0,0,0.086956522,0,0,0.086956522,0,0.043478261,0,0.043478261,0,0,speaker191,male,Youth,Youth,none,none,mc
2145,0.086956522,0,0.217391304,0.043478261,0,0.043478261,0.043478261,0,0,0,0,0,0.043478261,0.086956522,0.086956522,0,0,0,0,0,0.173913043,0,0.043478261,0,0,0,0,0,0,0,0.130434783,0,speaker191,male,Youth,Youth,none,none,mc
2146,0,0.2,0.25,0,0,0,0,0,0.05,0.1,0,0,0,0.1,0.05,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0.1,0.05,0,speaker191,male,Youth,Youth,none,none,me
2147,0.086956522,0.043478261,0.217391304,0,0,0.043478261,0,0,0,0,0,0,0,0.217391304,0.086956522,0,0,0,0,0.086956522,0,0.043478261,0.086956522,0,0,0,0,0.043478261,0.043478261,0,0,0,speaker191,male,Youth,Youth,none,none,mc
2148,0.090909091,0.363636364,0.090909091,0,0,0.045454545,0,0,0,0,0,0,0.045454545,0.045454545,0.181818182,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0.045454545,0,0,0.045454545,0,speaker191,male,Youth,Youth,none,none,me
2149,0.095238095,0.142857143,0.238095238,0,0,0,0.095238095,0,0,0,0,0,0.095238095,0,0.095238095,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0.142857143,0,speaker191,male,Youth,Youth,none,none,mc
2150,0.095238095,0.047619048,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0.095238095,0.047619048,0.19047619,0,speaker191,male,Youth,Youth,none,none,me
